MinTemp,MaxTemp,Rainfall,Sunshine,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp3pm,Rain Today,Rain Tomorrow
9.8,22.6,5.8,7.4,50.0,49.0,54.0,6.0,6.0,20.3,1,0
12.5,25.9,0.0,11.034514706301955,41.0,60.0,48.0,4.0,4.0,22.6,0,0
7.5,13.2,5.2,2.3,63.0,58.0,66.0,7.0,7.0,9.5,1,0
13.7,29.7,0.0,9.985628354706847,37.0,79.0,42.0,4.0,4.0,29.0,0,0
8.2,18.1,0.0,8.7,41.0,60.0,60.0,2.0,7.0,15.3,0,0
20.3,28.3,0.0,10.3,33.0,62.0,53.0,1.0,2.0,27.6,0,0
17.0,26.3,1.6,11.2,63.0,44.0,15.0,1.0,1.0,24.8,1,0
11.3,27.9,0.0,7.4,35.0,79.0,42.0,7.0,5.0,24.6,0,0
10.1,23.2,0.0,10.4,33.0,67.0,38.0,1.0,1.0,22.6,0,0
-0.3,7.9,0.0,4.984365045104616,9.0,98.0,92.0,7.0,7.0,7.8,0,0
7.2,21.5,0.0,7.1,39.0,78.0,68.0,4.0,3.0,19.5,0,0
6.2,15.0,0.2,1.9,20.0,95.0,57.0,7.0,7.0,14.1,0,0
10.4,24.8,0.0,4.574587584385685,31.0,87.0,58.0,8.0,6.0,22.2,0,0
16.3,23.2,0.4,11.1,61.0,41.0,37.0,6.0,1.0,21.7,0,0
0.8,16.3,0.2,9.21537402547607,19.0,95.0,43.0,5.0,4.0,15.9,0,0
20.4,27.8,0.0,8.6,56.0,41.0,23.0,7.0,5.0,26.3,0,0
6.8,23.6,0.2,8.226833569503098,46.0,83.0,27.0,5.0,4.0,22.8,0,0
23.0,34.4,0.0,8.6,28.0,78.0,38.0,4.0,1.0,33.7,0,0
8.7,21.2,0.0,10.977258029451407,30.0,63.0,39.0,1.0,1.0,20.4,0,0
17.6,29.6,0.0,6.594788348368205,33.0,70.0,63.0,5.0,5.0,27.6,0,0
5.1,15.4,0.2,3.9855495477134832,44.0,82.0,54.0,7.0,8.0,14.7,0,0
8.9,23.5,0.0,7.322120361663832,31.0,60.0,37.0,3.0,3.0,22.5,0,0
22.2,33.0,0.0,9.7,44.0,63.0,37.0,3.0,3.0,31.0,0,0
8.9,18.9,0.0,6.7,22.0,87.0,57.0,3.0,5.0,17.1,0,0
16.9,22.5,0.0,10.7,30.0,50.0,44.0,6.0,2.0,21.6,0,0
0.1,6.6,0.0,5.257154946714393,35.0,79.0,78.0,6.0,6.0,4.6,0,0
1.6,15.0,0.0,9.325574308791513,26.0,80.0,55.0,5.0,5.0,10.8,0,0
25.5,33.5,0.0,11.0,35.0,73.0,64.0,4.0,6.0,30.1,0,0
6.6,23.0,0.0,10.3,26.0,58.0,25.0,1.0,0.0,22.3,0,0
17.6,23.3,0.8,6.758487086075278,22.0,85.0,83.0,6.0,6.0,22.8,0,0
13.2,29.0,0.0,12.2,37.0,77.0,33.0,0.0,1.0,27.5,0,0
21.9,36.5,0.0,11.3,56.0,16.0,37.0,3.0,3.0,32.6,0,0
13.3,18.8,0.0,9.1,31.0,71.0,49.0,7.0,2.0,17.8,0,0
15.9,24.7,0.0,4.6,28.0,64.0,55.0,7.0,7.0,23.0,0,0
5.8,12.6,3.4,9.4,54.0,59.0,42.0,4.0,6.0,11.1,1,0
8.9,15.3,0.0,4.4,37.0,71.0,59.0,7.0,7.0,12.6,0,0
8.4,25.7,0.0,11.2,44.0,52.0,23.0,0.0,0.0,24.1,0,0
9.2,21.6,0.0,3.4,20.0,88.0,68.0,7.0,7.0,19.3,0,0
10.3,17.3,0.0,9.098561746502712,50.0,43.0,37.0,3.0,3.0,15.3,0,0
11.2,15.6,17.6,6.053479523982385,56.0,67.0,53.0,4.0,4.0,14.9,1,0
12.5,18.2,0.0,3.7,20.0,54.0,53.0,5.0,2.0,17.2,0,0
5.9,26.0,0.0,11.3,30.0,39.0,18.0,0.0,2.0,25.1,0,0
20.1,28.3,0.0,9.1,39.0,60.0,63.0,3.0,6.0,24.8,0,0
5.9,23.4,0.0,9.378734381767073,50.0,58.0,33.0,4.0,4.0,21.3,0,0
9.1,28.0,0.0,11.5,41.0,43.0,22.0,0.0,1.0,27.0,0,0
6.2,22.9,0.0,9.992419343150468,30.0,71.0,37.0,4.0,4.0,21.7,0,0
-0.5,14.8,0.0,6.375872566943882,31.0,97.0,63.0,6.0,5.0,14.1,0,0
16.4,33.6,0.0,11.7,39.0,49.0,24.0,0.0,1.0,32.7,0,0
8.7,15.1,1.2,0.7,31.0,86.0,71.0,7.0,7.0,13.9,1,0
17.1,28.8,0.0,9.029303054670162,33.0,92.0,53.0,6.0,5.0,26.8,0,0
15.3,22.2,0.2,6.1,54.0,49.0,42.0,3.0,3.0,21.2,0,0
6.9,21.7,0.0,9.1,37.0,69.0,49.0,2.0,2.0,21.5,0,0
14.2,18.8,0.4,7.8,33.0,61.0,55.0,5.0,3.0,17.5,0,0
10.1,14.4,35.4,0.8,57.0,68.0,62.0,8.0,7.0,13.0,1,0
25.5,36.0,0.0,9.7,54.0,40.0,26.0,2.0,0.0,34.4,0,0
12.4,20.5,1.8,10.803622631742243,22.0,73.0,59.0,6.0,5.0,18.3,1,0
25.3,31.6,0.6,7.5,31.0,68.0,68.0,7.0,7.0,30.8,0,0
11.9,23.9,0.0,10.977258029451407,46.0,55.0,32.0,6.0,1.0,22.8,0,0
5.9,29.0,0.0,10.5,41.0,32.0,18.0,3.0,3.0,28.3,0,0
17.7,30.5,0.0,9.9,61.0,62.0,27.0,2.0,1.0,28.0,0,0
18.2,24.6,11.4,3.3,48.0,70.0,57.0,6.0,7.0,23.7,1,0
3.8,17.5,0.0,11.126286089454464,31.0,54.0,32.0,0.0,1.0,15.3,0,0
10.1,16.5,0.0,10.1,100.0,43.0,41.0,3.0,4.0,14.7,0,0
3.9,14.4,0.0,5.4,24.0,86.0,56.0,4.0,6.0,13.5,0,0
7.2,13.1,8.4,3.9855495477134832,44.0,89.0,79.0,8.0,8.0,12.9,1,0
16.9,37.7,0.0,13.1,41.0,59.0,20.0,0.0,2.0,35.9,0,0
2.3,16.8,0.2,6.349104697559189,31.0,99.0,52.0,5.0,5.0,16.7,0,0
16.6,35.6,0.0,13.2,43.0,10.0,5.0,1.0,2.0,34.1,0,0
5.0,20.7,0.2,4.574587584385685,26.0,94.0,43.0,8.0,5.0,20.1,0,0
14.4,27.6,0.0,12.5,31.0,67.0,44.0,1.0,3.0,26.9,0,0
12.9,26.7,0.0,11.7,31.0,57.0,45.0,1.0,1.0,25.2,0,0
-3.3,22.2,0.0,7.441054448403986,30.0,90.0,24.0,3.0,3.0,21.7,0,0
13.2,20.8,0.6,6.708811066074259,26.0,100.0,65.0,5.0,5.0,20.1,0,0
15.7,18.9,4.2,9.6,65.0,69.0,56.0,1.0,1.0,17.6,1,0
12.4,25.4,2.8,9.978442532060274,26.0,62.0,30.0,1.0,2.0,23.8,1,0
8.9,20.2,1.0,10.1,33.0,64.0,46.0,6.0,3.0,19.3,0,0
4.5,14.0,4.8,4.984365045104616,57.0,69.0,64.0,6.0,7.0,12.0,1,0
20.3,24.3,0.0,3.7,35.0,60.0,52.0,8.0,5.0,23.0,0,0
6.8,11.5,0.2,1.0,30.0,86.0,77.0,8.0,7.0,10.3,0,0
0.3,16.7,0.0,8.05725542666372,39.0,76.0,32.0,3.0,3.0,16.1,0,0
13.1,17.2,1.0,6.3,61.0,81.0,78.0,3.0,5.0,16.3,0,0
5.7,22.7,0.0,10.866666666666667,31.0,41.0,19.0,1.0,2.0,21.6,0,0
20.5,31.3,0.0,11.3,35.0,65.0,47.0,1.0,2.0,30.5,0,0
6.9,16.9,0.0,1.9,37.0,81.0,69.0,7.0,7.0,15.1,0,0
1.4,12.2,0.2,7.986418023112762,20.0,78.0,48.0,4.0,4.0,11.2,0,0
6.1,21.0,0.2,8.420541024852009,22.0,65.0,39.0,3.0,3.0,20.1,0,0
14.0,19.8,29.0,8.2,28.0,77.0,51.0,4.0,4.0,19.0,1,0
14.0,31.4,0.0,10.977258029451407,24.0,41.0,19.0,2.0,1.0,30.9,0,0
5.6,24.0,0.2,9.260270512426004,33.0,46.0,23.0,1.0,2.0,21.8,0,0
13.7,18.6,7.0,6.981996039886879,24.0,68.0,42.0,2.0,5.0,17.7,1,0
14.3,24.7,0.0,11.2,31.0,63.0,62.0,0.0,0.0,23.3,0,0
18.0,30.7,0.0,5.983180542495747,30.0,26.0,17.0,7.0,6.0,29.4,0,0
8.7,17.0,2.8,4.984365045104616,48.0,100.0,74.0,8.0,7.0,15.9,1,0
19.6,28.7,15.6,10.580311214032063,48.0,72.0,81.0,6.0,6.0,25.9,1,0
12.4,24.0,0.0,5.4,30.0,70.0,50.0,6.0,6.0,22.3,0,0
8.5,14.3,3.0,9.8,67.0,70.0,54.0,3.0,3.0,12.8,1,0
10.0,17.7,0.0,10.977258029451407,41.0,48.0,40.0,6.0,1.0,16.9,0,0
24.3,31.9,0.0,10.9,50.0,48.0,38.0,1.0,0.0,31.3,0,0
8.5,17.0,10.6,12.035774592106955,28.0,62.0,65.0,6.0,5.0,16.2,1,0
7.4,22.4,0.0,10.701181372968623,33.0,60.0,42.0,4.0,4.0,21.9,0,0
13.6,31.4,0.0,8.5,33.0,47.0,44.0,5.0,6.0,26.8,0,0
13.1,21.3,0.2,10.853298651743264,41.0,74.0,82.0,7.0,7.0,18.7,0,0
9.9,28.6,0.0,12.9,30.0,27.0,13.0,0.0,0.0,27.3,0,0
2.5,16.7,0.0,8.979627034669143,35.0,79.0,50.0,4.0,3.0,16.1,0,0
15.4,23.0,0.0,7.1,54.0,66.0,59.0,7.0,5.0,22.1,0,0
10.2,23.0,0.0,4.984365045104616,28.0,62.0,31.0,6.0,7.0,22.7,0,0
19.8,36.8,0.0,8.554269192388297,33.0,54.0,22.0,1.0,2.0,35.0,0,0
7.3,24.2,0.0,10.311381031190653,31.0,68.0,33.0,3.0,3.0,23.9,0,0
20.4,36.0,0.0,9.978442532060274,24.0,76.0,29.0,1.0,2.0,35.6,0,0
8.1,27.8,0.0,8.461849849237828,41.0,52.0,27.0,2.0,3.0,24.3,0,0
16.9,20.2,10.0,7.304461961497676,20.0,87.0,89.0,7.0,7.0,18.4,1,0
10.7,18.0,0.0,2.1,41.0,75.0,65.0,7.0,7.0,16.7,0,0
9.7,18.4,8.0,9.48836146318727,48.0,62.0,52.0,2.0,3.0,17.4,1,0
14.8,25.4,0.0,8.1,44.0,74.0,47.0,7.0,1.0,23.4,0,0
0.9,16.0,0.0,10.853298651743264,50.0,59.0,15.0,3.0,3.0,15.4,0,0
0.6,11.2,0.3,2.4,33.0,99.0,70.0,7.0,7.0,10.2,0,0
12.9,24.8,1.0,5.393549897519282,35.0,100.0,52.0,7.0,5.0,23.6,0,0
5.1,20.7,0.2,9.6,31.0,82.0,43.0,0.0,0.0,20.5,0,0
-3.5,15.5,0.0,8.1,20.0,73.0,32.0,2.0,4.0,15.0,0,0
13.3,25.1,0.0,10.525752676483805,43.0,61.0,29.0,3.0,3.0,24.4,0,0
18.4,25.8,11.0,3.9855495477134832,39.0,57.0,77.0,8.0,8.0,20.5,1,0
16.9,27.0,0.0,10.977258029451407,35.0,27.0,26.0,7.0,1.0,26.2,0,0
8.3,14.9,1.0,0.5,19.0,93.0,75.0,7.0,7.0,13.9,0,0
5.2,14.4,0.6,7.99224097545818,39.0,50.0,36.0,4.0,4.0,13.2,0,0
3.6,16.5,0.0,9.0,41.0,85.0,48.0,0.0,3.0,15.6,0,0
16.9,24.8,1.8,7.9,67.0,55.0,43.0,1.0,7.0,18.1,1,0
3.5,11.0,0.8,8.979627034669143,30.0,99.0,63.0,4.0,3.0,10.7,0,0
14.3,34.8,0.0,7.561455015034871,50.0,18.0,5.0,3.0,3.0,31.8,0,0
7.9,18.6,0.0,9.215374025476068,33.0,56.0,89.0,6.0,7.0,13.2,0,0
18.5,25.7,0.0,9.804807134351114,46.0,74.0,72.0,6.0,6.0,23.6,0,0
3.6,22.7,0.2,10.9,24.0,89.0,51.0,4.0,7.0,21.3,0,0
4.9,15.7,0.0,11.97607352684254,44.0,59.0,38.0,0.0,0.0,15.3,0,0
17.2,32.5,0.0,7.9808115372780115,28.0,35.0,12.0,0.0,4.0,31.2,0,0
3.9,14.8,0.2,4.711180071291995,19.0,99.0,82.0,8.0,7.0,13.8,0,0
8.0,14.4,0.0,10.418172019634271,44.0,65.0,44.0,4.0,3.0,14.1,0,0
18.1,35.9,0.0,13.4,24.0,61.0,29.0,0.0,0.0,33.4,0,0
5.2,19.1,0.0,4.574587584385685,33.0,57.0,43.0,8.0,5.0,18.1,0,0
16.4,30.7,0.0,10.853298651743264,46.0,59.0,17.0,0.0,1.0,29.2,0,0
7.4,15.0,6.6,9.1,67.0,73.0,49.0,5.0,4.0,13.9,1,0
1.9,16.1,0.0,9.67542869648482,24.0,69.0,46.0,4.0,4.0,15.7,0,0
10.6,26.0,0.0,9.593603845759336,39.0,67.0,31.0,2.0,3.0,24.6,0,0
16.3,22.3,0.0,8.5,31.0,71.0,64.0,7.0,6.0,21.2,0,0
-0.1,20.5,0.0,11.0,39.0,40.0,17.0,0.0,0.0,19.5,0,0
3.6,18.5,0.0,9.13893013609036,22.0,77.0,38.0,2.0,3.0,17.8,0,0
8.6,21.1,2.8,10.0,30.0,81.0,44.0,0.0,1.0,20.2,1,0
19.7,29.9,0.0,7.3,35.0,50.0,36.0,3.0,7.0,29.2,0,0
10.3,28.3,0.0,10.977258029451407,37.0,51.0,21.0,1.0,1.0,27.1,0,0
13.5,24.5,0.0,9.17597304689321,22.0,91.0,59.0,6.0,5.0,24.0,0,0
7.1,15.2,0.0,9.036883711519692,24.0,61.0,56.0,4.0,4.0,14.5,0,0
10.2,20.1,4.6,7.655601331749182,54.0,39.0,26.0,3.0,3.0,19.2,1,0
14.5,19.8,1.6,0.8,41.0,85.0,61.0,8.0,8.0,18.5,1,0
12.5,18.4,0.8,1.5,24.0,100.0,88.0,7.0,7.0,17.8,0,0
10.1,22.6,0.0,9.3,33.0,64.0,46.0,1.0,6.0,19.0,0,0
14.1,18.4,0.2,9.5,48.0,63.0,67.0,1.0,1.0,17.1,0,0
13.2,21.2,0.2,12.7,37.0,82.0,66.0,8.0,3.0,19.5,0,0
20.4,29.5,0.0,10.5,35.0,69.0,47.0,3.0,1.0,27.9,0,0
14.9,32.0,0.0,7.232687252788787,35.0,63.0,30.0,2.0,3.0,30.5,0,0
4.2,13.6,0.2,4.984365045104616,20.0,100.0,77.0,8.0,7.0,13.2,0,0
14.3,24.6,0.0,8.3,31.0,64.0,50.0,6.0,6.0,23.0,0,0
8.4,25.1,0.0,10.977258029451407,43.0,50.0,61.0,3.0,1.0,22.0,0,0
2.8,16.6,0.0,4.984365045104616,28.0,73.0,54.0,8.0,7.0,15.5,0,0
5.6,24.2,0.0,6.553874358185342,52.0,59.0,32.0,4.0,4.0,22.8,0,0
13.4,25.8,0.0,11.5,46.0,58.0,47.0,7.0,3.0,24.9,0,0
6.0,26.9,0.0,12.1,31.0,64.0,33.0,5.0,4.0,25.0,0,0
18.6,24.6,0.0,6.895079572981588,31.0,82.0,78.0,6.0,6.0,23.4,0,0
5.8,21.8,0.0,9.819751356446096,37.0,61.0,30.0,2.0,3.0,21.4,0,0
-1.3,21.8,0.2,9.804807134351114,28.0,74.0,33.0,3.0,3.0,21.0,0,0
19.9,32.0,0.0,12.1,28.0,66.0,53.0,1.0,1.0,30.8,0,0
2.8,17.8,0.0,6.708811066074259,22.0,99.0,61.0,6.0,5.0,17.2,0,0
17.8,32.8,0.0,13.0,46.0,31.0,23.0,0.0,0.0,30.6,0,0
25.0,31.0,0.0,10.977258029451407,37.0,64.0,57.0,3.0,1.0,29.2,0,0
9.2,27.1,0.0,10.6,50.0,58.0,26.0,1.0,5.0,26.0,0,0
22.3,30.8,0.4,10.5,31.0,74.0,60.0,6.0,1.0,28.8,0,0
16.7,26.2,15.0,10.977258029451407,36.8,84.0,49.0,3.0,1.0,24.7,1,0
0.0,14.1,0.0,7.9808115372780115,31.0,89.0,45.0,8.0,4.0,13.1,0,0
2.6,15.6,0.0,9.1,20.0,78.0,47.0,1.0,1.0,14.9,0,0
14.8,26.9,0.0,7.7,22.0,92.0,56.0,8.0,1.0,25.6,0,0
9.5,21.4,0.0,4.6,41.0,67.0,60.0,8.0,7.0,17.8,0,0
6.0,15.4,17.8,8.8,54.0,73.0,70.0,2.0,5.0,13.8,1,0
12.6,26.3,0.6,10.470684132611868,43.0,74.0,37.0,4.0,4.0,25.2,0,0
8.6,23.6,0.8,6.649057540756502,39.0,58.0,55.0,4.0,4.0,21.7,0,0
7.1,24.9,0.0,7.304461961497676,26.0,87.0,41.0,4.0,4.0,24.5,0,0
2.0,20.9,0.0,12.2,26.0,98.0,59.0,2.0,2.0,19.3,0,0
9.4,21.2,0.0,10.6,20.0,41.0,61.0,1.0,2.0,20.1,0,0
5.9,16.1,0.0,10.977258029451407,28.0,80.0,45.0,1.0,1.0,15.5,0,0
12.4,32.4,0.0,8.090438618698208,33.0,54.0,18.0,2.0,3.0,32.0,0,0
20.2,26.6,0.6,8.5,33.0,76.0,58.0,5.0,2.0,25.4,0,0
10.7,19.8,0.2,6.6,39.6,80.0,42.0,6.0,3.0,18.7,0,0
14.4,24.9,0.0,10.385628354706853,31.0,67.0,40.0,4.0,4.0,23.5,0,0
2.5,14.2,0.0,0.0,33.0,81.0,53.0,7.0,7.0,13.8,0,0
10.1,29.0,0.0,8.533004199248781,39.0,72.0,24.0,4.0,3.0,27.7,0,0
14.7,19.1,0.6,4.8,35.0,95.0,75.0,8.0,8.0,18.6,0,0
6.0,14.0,23.2,7.091623121307076,80.0,89.0,78.0,7.0,7.0,13.1,1,0
18.5,25.8,1.2,4.984365045104616,39.9,77.0,81.0,6.0,7.0,23.2,1,0
31.4,40.7,0.0,6.854664026591252,44.0,26.0,17.0,2.0,2.0,39.2,0,0
14.0,17.9,0.0,6.7,46.0,64.0,59.0,6.0,2.0,16.8,0,0
5.6,23.1,0.0,11.5,35.0,65.0,52.0,2.0,1.0,21.3,0,0
7.3,18.1,0.0,5.923031944975148,22.0,98.0,68.0,6.0,6.0,16.8,0,0
7.2,11.3,0.2,8.979627034669143,59.0,99.0,86.0,8.0,3.0,10.7,0,0
9.8,20.1,0.6,11.6,52.0,42.0,39.0,6.0,4.0,19.2,0,0
13.0,30.7,0.0,10.977258029451407,22.8,37.0,40.0,0.0,1.0,29.5,0,0
13.4,25.8,0.0,9.818566853837227,43.0,55.0,33.0,3.0,3.0,25.5,0,0
19.4,28.5,0.0,10.177869955258442,37.0,74.0,60.0,5.0,5.0,25.8,0,0
21.8,39.9,0.0,10.9,37.0,31.0,9.0,6.0,1.0,38.5,0,0
-2.3,14.0,0.0,7.990908836097295,30.0,80.0,45.0,4.0,4.0,13.5,0,0
21.9,29.1,0.0,4.574587584385685,56.0,54.0,51.0,8.0,6.0,28.2,0,0
19.1,25.2,0.0,10.9,30.0,68.0,72.0,2.0,5.0,24.0,0,0
14.0,26.1,0.0,7.5,54.0,68.0,31.0,4.0,2.0,26.0,0,0
7.4,23.4,0.0,11.97607352684254,72.0,56.0,19.0,0.0,0.0,21.9,0,0
13.9,37.5,0.0,8.48760252572163,70.0,39.0,17.0,2.0,2.0,36.1,0,0
15.6,24.5,3.2,4.984365045104616,26.0,90.0,49.0,7.0,7.0,23.6,1,0
11.0,25.4,0.0,10.2,30.0,60.0,55.0,1.0,2.0,23.8,0,0
7.2,20.6,0.0,7.2,24.0,69.0,57.0,5.0,6.0,19.0,0,0
9.2,19.0,0.4,9.5,57.0,42.0,29.0,3.0,3.0,18.3,0,0
4.8,11.4,0.0,0.5,31.0,97.0,76.0,7.0,4.0,10.7,0,0
18.0,31.6,0.0,11.3,48.0,33.0,12.0,0.0,0.0,30.0,0,0
16.1,39.6,0.0,13.2,56.0,23.0,10.0,1.0,1.0,39.2,0,0
3.6,20.6,0.0,10.977258029451407,26.0,75.0,31.0,3.0,1.0,19.9,0,0
11.6,25.3,4.2,6.8,31.0,66.0,42.0,7.0,2.0,24.6,1,0
12.6,24.1,0.0,6.560270512426004,50.0,55.0,29.0,3.0,3.0,23.7,0,0
5.8,18.1,0.2,11.2,33.0,74.0,40.0,5.0,5.0,16.2,0,0
14.1,21.9,7.2,3.3,20.0,87.0,63.0,6.0,6.0,20.6,1,0
17.2,26.8,0.0,10.028118552061294,31.0,51.0,49.0,3.0,3.0,26.0,0,0
19.4,27.8,0.0,8.194788348368206,54.0,63.0,64.0,4.0,4.0,25.3,0,0
13.9,20.2,0.0,4.984365045104616,61.0,62.0,56.0,7.0,7.0,18.5,0,0
13.0,21.5,0.0,10.9,46.0,43.0,52.0,1.0,1.0,19.7,0,0
13.1,21.3,0.6,5.7,46.0,93.0,56.0,6.0,6.0,20.1,0,0
13.8,19.4,30.2,8.2,33.0,78.0,52.0,3.0,6.0,18.5,1,0
6.6,16.4,8.2,4.847575022096884,37.0,91.0,56.0,6.0,5.0,15.3,1,0
2.8,18.5,0.4,5.5900934458447695,11.0,98.0,52.0,6.0,5.0,17.4,0,0
18.9,24.2,0.0,5.393549897519282,43.0,74.0,68.0,7.0,6.0,23.2,0,0
8.4,19.5,0.0,0.2,31.0,78.0,36.0,7.0,5.0,17.9,0,0
20.6,24.0,1.0,3.2,35.0,87.0,76.0,7.0,7.0,23.0,0,0
3.6,13.2,0.8,3.9855495477134832,37.0,84.0,65.0,6.0,8.0,12.9,0,0
14.3,24.1,0.0,7.754664026591253,28.0,65.0,48.0,4.0,4.0,23.4,0,0
17.1,25.0,0.0,4.2529842098301,33.0,78.0,71.0,7.0,7.0,21.5,0,0
-1.8,14.9,0.0,8.520541024852008,28.0,87.0,55.0,6.0,5.0,14.1,0,0
7.3,14.2,1.0,1.4,20.0,94.0,72.0,8.0,6.0,13.8,0,0
14.2,33.9,0.0,9.4,56.0,43.0,31.0,3.0,3.0,32.2,0,0
3.2,19.0,0.0,11.97607352684254,20.0,71.0,31.0,0.0,0.0,18.5,0,0
7.2,21.9,0.4,9.3,46.0,54.0,35.0,3.0,4.0,20.8,0,0
15.9,27.5,0.0,9.8,28.0,73.0,59.0,1.0,2.0,26.1,0,0
13.0,19.9,7.4,4.0,52.0,61.0,52.0,7.0,5.0,18.0,1,0
7.2,24.1,0.6,8.766957891280049,31.0,83.0,33.0,3.0,3.0,23.7,0,0
9.3,27.1,0.0,12.9,44.0,29.0,19.0,0.0,1.0,26.9,0,0
13.6,25.9,0.0,12.3,33.0,52.0,37.0,0.0,6.0,24.7,0,0
20.6,29.1,0.0,8.277869955258444,24.0,69.0,73.0,5.0,6.0,27.0,0,0
15.8,29.1,0.0,10.9,44.0,41.0,32.0,1.0,2.0,27.6,0,0
7.4,16.5,0.0,0.9,20.0,87.0,62.0,8.0,8.0,15.6,0,0
13.5,33.4,0.0,10.7,39.0,80.0,26.0,2.0,2.0,32.2,0,0
19.8,28.4,0.0,10.5,28.0,67.0,72.0,0.0,2.0,27.7,0,0
10.3,21.8,1.8,8.087649682524317,37.0,44.0,38.0,2.0,3.0,20.1,1,0
8.3,21.5,3.4,13.6,48.0,58.0,31.0,3.0,1.0,20.6,1,0
6.0,21.2,0.0,9.755131114350094,44.0,72.0,49.0,3.0,3.0,19.6,0,0
12.2,24.2,0.0,0.0,17.0,62.0,39.0,8.0,8.0,24.1,0,0
5.7,25.0,0.0,9.208762029818155,28.0,60.0,28.0,3.0,3.0,24.2,0,0
18.1,26.3,0.0,12.2,61.0,71.0,69.0,0.0,1.0,25.2,0,0
8.4,20.9,0.0,9.8,31.0,59.0,53.0,1.0,1.0,19.1,0,0
12.6,26.4,0.0,3.9855495477134832,35.0,60.0,37.0,7.0,8.0,25.2,0,0
15.8,37.9,0.0,9.079599433369111,50.0,35.0,26.0,2.0,3.0,34.1,0,0
10.7,16.7,30.4,10.31817201963427,35.0,77.0,65.0,5.0,5.0,16.3,1,0
14.0,33.9,0.0,13.5,31.0,44.0,16.0,0.0,1.0,32.8,0,0
12.9,36.1,0.0,13.3,30.0,10.0,7.0,0.0,5.0,34.4,0,0
7.8,17.0,0.0,3.6,33.0,81.0,67.0,6.0,7.0,16.6,0,0
9.7,21.4,10.0,7.696834772938871,37.0,73.0,50.0,4.0,4.0,18.8,1,0
14.9,27.1,0.0,7.597229607141827,35.0,77.0,75.0,6.0,6.0,23.9,0,0
15.4,34.3,0.0,7.8,72.0,82.0,37.0,7.0,6.0,31.1,0,0
1.0,12.5,0.0,4.422515195866787,30.0,66.0,53.0,5.0,4.0,11.4,0,0
10.6,17.2,0.0,11.133333333333336,50.0,41.0,28.0,3.0,3.0,16.2,0,0
20.7,27.3,1.0,7.903155543983402,57.0,83.0,61.0,6.0,5.0,26.8,0,0
12.7,17.5,0.0,3.9855495477134832,41.0,81.0,72.0,1.0,8.0,15.8,0,0
20.6,35.6,0.0,13.2,67.0,50.0,25.0,1.0,1.0,35.0,0,0
5.6,24.6,0.0,11.533333333333331,30.0,43.0,25.0,2.0,3.0,23.3,0,0
-0.8,15.9,0.0,6.758684622176699,30.0,70.0,49.0,4.0,4.0,14.3,0,0
8.7,27.0,0.0,9.7,41.0,65.0,26.0,1.0,4.0,26.1,0,0
17.4,31.3,0.0,4.1,57.0,23.0,14.0,7.0,7.0,29.5,0,0
18.3,30.8,0.0,10.5,19.0,63.0,50.0,1.0,1.0,28.1,0,0
13.7,32.0,0.0,10.666666666666666,24.0,51.0,30.0,3.0,3.0,29.5,0,0
4.9,11.6,0.0,4.984365045104616,56.0,68.0,60.0,5.0,7.0,10.0,0,0
9.9,19.9,0.0,7.314934539017256,26.0,84.0,64.0,6.0,6.0,18.9,0,0
11.9,21.5,0.0,9.52977327206925,41.0,59.0,58.0,4.0,4.0,20.1,0,0
9.7,21.9,0.0,10.2,28.0,40.0,28.0,1.0,5.0,20.8,0,0
11.2,28.5,0.0,10.6,19.0,63.0,26.0,0.0,1.0,28.3,0,0
9.4,17.4,0.0,6.5,37.0,68.0,52.0,5.0,6.0,16.8,0,0
18.8,23.3,0.0,8.5,33.0,74.0,70.0,5.0,6.0,21.6,0,0
5.2,20.5,0.0,10.1,31.0,55.0,20.0,0.0,1.0,19.6,0,0
11.6,19.9,13.8,4.9841675090031945,20.0,100.0,67.0,7.0,6.0,19.7,1,0
10.8,15.3,20.6,8.3,93.0,62.0,45.0,6.0,6.0,14.6,1,0
10.2,30.9,0.0,11.3,61.0,61.0,23.0,1.0,4.0,29.3,0,0
12.0,26.3,25.6,10.385628354706853,35.0,67.0,40.0,4.0,4.0,25.1,1,0
16.2,31.4,0.0,11.1,37.0,57.0,36.0,1.0,1.0,30.6,0,0
18.7,27.2,0.0,5.65024204336537,30.0,82.0,66.0,6.0,6.0,25.6,0,0
7.1,24.5,0.0,7.691529194795229,43.0,19.0,9.0,3.0,3.0,23.4,0,0
9.4,25.9,0.0,9.992419343150468,28.0,71.0,37.0,4.0,4.0,24.2,0,0
15.9,30.7,0.0,13.2,59.0,41.0,22.0,1.0,1.0,29.2,0,0
9.8,16.1,0.2,2.3,31.0,58.0,59.0,8.0,8.0,14.3,0,0
17.4,28.3,0.0,12.0,30.0,59.0,51.0,1.0,1.0,26.1,0,0
14.7,22.7,0.0,8.552689855576473,35.0,67.0,65.0,5.0,5.0,20.2,0,0
12.4,27.0,0.0,6.720146190649051,48.0,66.0,36.0,3.0,3.0,25.9,0,0
15.8,26.8,0.0,10.3,17.0,66.0,56.0,1.0,3.0,24.2,0,0
25.6,38.8,0.0,3.9855495477134832,31.0,38.0,30.0,1.0,8.0,37.1,0,0
20.7,29.5,0.0,11.0,24.0,71.0,59.0,3.0,1.0,28.8,0,0
